epid,mep,role,country,group,location,title,lobbyists,mep,dossier,committees,date
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,Fisheries,"VisNed, Pelagic Freezer-trawler Association",Peter van DALEN,[''],['PECH'],25/09/2019
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,European Fisheries,CNPMEM,Peter van DALEN,[''],['PECH'],24/09/2019
96809,Peter van DALEN,Member,Netherlands,EPP,Brussels,European Fisheries,"VisNed, Nederlandse Vissersbond, EMK, Visfederatie, Europeche",Peter van DALEN,[''],['PECH'],09/07/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Public Libraries 2030,"Public Libraries 2030, APA",Yana TOOM,,,05/03/2020
124700,Yana TOOM,Member,Estonia,RE,Strasbourg,Titanium Dioxide,"Titanium Dioxide Manufacturers Association, APA",Yana TOOM,,,14/01/2020
124700,Yana TOOM,Member,Estonia,RE,Strasbourg,EU-China Relations,Mission of China to the EU,Yana TOOM,,,17/12/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,EU-Iraq Relations,Mission of Iraq to the EU,Yana TOOM,,,13/12/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Food law,European Confederation of National Bakery and Confectionary Organisations,Yana TOOM,,,13/12/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Eureopean Social Service Excellence Awards 2019,"European Social Network, APA",Yana TOOM,,,28/11/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Digital Services Act, platform liability","Center for Democracy and Technology, APA",Yana TOOM,,,07/11/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Skills and training,"EuroCommerce, APA",Yana TOOM,,,30/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Digital Policy, digital services, platforms, liability, AI","ISPA, APA",Yana TOOM,,,16/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Situation in Famagusta,Mayor of the Municipality of Famagusta,Yana TOOM,,,16/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Human Dignity,European Center for Human Rights,Yana TOOM,,,14/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Climate action,Estonian Green Movement,Yana TOOM,,,10/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Vocational training, skilled labour","IPC, APA",Yana TOOM,,,09/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Brexit, EU citizens residency rights",UK Representation to the EU,Yana TOOM,,,02/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Free movement of workers,Bolt,Yana TOOM,,,01/10/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Media, freedom of media, platforms","News Media Europe, APA",Yana TOOM,,,12/09/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Employee ownership, start-ups","Index Ventures, APA",Yana TOOM,,,09/09/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Digital Policy,"Institute for Competitiveness, APA",Yana TOOM,,,06/09/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Digital Policy, data, AI","Center for Data Innovation, APA",Yana TOOM,,,05/09/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,Petition on minority language education,"ABTTF - Federation of Western Thrace Turks in Europe, APA",Yana TOOM,[''],['PETI'],25/07/2019
124700,Yana TOOM,Member,Estonia,RE,Brussels,"Digital Policy, copyright, e-commerce","Spotify, APA",Yana TOOM,,,24/07/2019
124700,Yana TOOM,Member,Estonia,RE,Strasbourg,"e-Health, digital health services, cross-border exchange of medical information","Johnson&Johnson, APA",Yana TOOM,,,03/07/2019
124700,Yana TOOM,Member,Estonia,RE,Strasbourg,"Digital Policy, digital services, platforms, liability","Google, APA",Yana TOOM,,,02/07/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,Microsoft Teams,EU Forest Strategy,UPM Kymmene Oyj. / 861194311863-31,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],05/05/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,Microsoft Teams,EU Forest Strategy,"European Panel Federation (EPF) / 572064811767-22, European Organisation of the Sawmill Industry (EOS) / 024776016336-52, European Federation of the Parquet Industry (FEP) / 294492727880-53",Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],23/04/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,Microsoft Teams,Pest management in the COVID-19 crisis,CEPA The Good Pest Manager / ID: 272103337512-81,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],02/04/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Forestry in CAP,Maa- ja metsätaloustuottajain Keskusliitto / The Central Union of Agricultural Producers and Forest Owners (MTK) / 56039441735-48,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],05/02/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",EU Forest Strategy,European Farmers and Agri Cooperatives (Copa Cogeca) / 44856881231-49,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],29/01/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Strasbourg",EU Forest Strategy,Metsä Group / 962687110415-94,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],14/01/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"Biofore House, Helsinki",Bioeconomy,UPM Kymmene Oyj. / 861194311863-31,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],10/01/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",EU Forest Strategy,Confederation of European Paper Industries (CEPI) / 72279144480-58,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],08/01/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",EU Forest Strategy,European State Forest Association (EUSTAFOR) / 99982273034-52,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],07/01/2020
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",EU Forest Strategy,Conféderation Européenne des Propriétaires Forestiers / Confederation of European Forest Owners (CEPF) / 3647455667-08,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],18/11/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Forest Strategy,"Bioenergia ry / Bioenergy Association of Finland / 174042620514-51, Bioenergy Europe / 97810874431-67",Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],18/11/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Forest Strategy,European Organisation of the Sawmill Industry (EOS) / 024776016336-52,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],14/11/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",EU Forest Strategy,Helsinki EU Office / 796380111637-72,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],13/11/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Current topics in AGRI,Confederation of Norwegian Enterprise (NHO) / 07442991338-05,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],07/11/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels","EU policy on climate, bioeconomy & energy",Finnish Forest Industries Federation / Metsäteollisuus ry. / 39671713910-36,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],15/10/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels","EU Forest strategy, Sustainable finance, CAP",Conféderation Européenne des Propriétaires Forestiers / Confederation of European Forest Owners (CEPF) / 3647455667-08,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],10/10/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",CAP renewal and current issues in AGRI,"Maa- ja metsätaloustuottajain Keskusliitto / The Central Union of Agricultural Producers and Forest Owners (MTK) / 56039441735-48, Svenska lantbruksproducenternas centralförbund r.f. (SLC) / 959960633613-48",Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],18/09/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Forest policy & sustainable forest management in the EU,Maa- ja metsätaloustuottajain Keskusliitto / The Central Union of Agricultural Producers and Forest Owners (MTK) / 56039441735-48,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],10/09/2019
112611,Petri SARVAMAA,Rapporteur,Finland,EPP,"European Parliament, Brussels",Competitiveness & bioeconomy of the forest industry,UPM Kymmene Oyj. / 861194311863-31,Petri SARVAMAA,['The European Forest Strategy - The Way Forward / 2019/2157(INI)'],['AGRI'],05/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,European Animal Breeders,European Forum of Farm Animal Breeders,Norbert LINS,['CAP and Trade'],['AGRI'],19/02/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,CAP,DBV,Norbert LINS,['CAP'],['AGRI'],18/02/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Milk Market,ARLA,Norbert LINS,['CAP'],['AGRI'],04/02/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Italian Agriculture and CAP,CIA,Norbert LINS,['CAP'],['AGRI'],29/01/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Verwaltung von Einfuhrkontingenten im Agrarsektor,Verband der Fleischwirtschaft e. V. (VDF),Norbert LINS,['Trade Negotiations'],['AGRI'],29/01/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,European Milk Market,Milchindustrie-Verband e.V.,Norbert LINS,['CAP'],['AGRI'],28/01/2020
124808,Norbert LINS,Committee chair,Germany,EPP,European Parliament,European Forest Strategy,"DBV, Thünen Institut, FVA/AGDW",Norbert LINS,['European Forest Strategy'],['AGRI'],22/01/2020
124808,Norbert LINS,Committee chair,Germany,EPP,European Parliament,Situation of Sugar Sector,Südzucker,Norbert LINS,['CAP'],['AGRI'],07/01/2020
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,European Forest Strategy,EUSTAFOR,Norbert LINS,['CAP and EU Forest Strategy'],['AGRI'],10/12/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Petition on Environmental Aspects in CAP,Campact,Norbert LINS,['CAP'],['AGRI'],04/12/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Rural Areas and Development,PRORURE,Norbert LINS,['CAP'],['AGRI'],19/11/2019
124808,Norbert LINS,Member,Germany,EPP,MEP Office,Plant Health,Industrieverband Agrar e.V.,Norbert LINS,[''],['AGRI'],06/11/2019
124808,Norbert LINS,Committee chair,Germany,EPP,European Parliament,Environmental aspects CAP,Greenpeace,Norbert LINS,['CAP'],['AGRI'],24/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,European Parliament,Environmental aspects of CAP,Bioland,Norbert LINS,['CAP'],['AGRI'],16/10/2019
124808,Norbert LINS,Member,Germany,EPP,MEP Office,Global food security and prevention of hunger,Brot für die Welt,Norbert LINS,[''],['AGRI'],15/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,CAP,EuroChem,Norbert LINS,['CAP'],['AGRI'],14/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,Ecoschemes in CAP,NABU,Norbert LINS,['CAP'],['AGRI'],14/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Sustainability of Food System, Retail Alliances, UTPs, Denominations of Vegetarian Food",Nestlé,Norbert LINS,['CAP'],['AGRI'],09/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Context and challenges for EU forests in the next 5 years, Green New Deal for the Forests",Confederation of European Forest Owners (cepf),Norbert LINS,['CAP'],['AGRI'],08/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,Rural Development,Plattform Wirtschaftsvereine Oberschwaben Allgäu (PWOA),Norbert LINS,['CAP'],['AGRI'],08/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Animal Welfare, CAP",Europgroup for Animals,Norbert LINS,['CAP'],['AGRI'],01/10/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,Biodiversity,FACE,Norbert LINS,['CAP'],['AGRI'],18/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"CAP, Plant protection products, Bee Guidance",European Crop Protection (ECPA),Norbert LINS,['CAP'],['AGRI'],18/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Old Members Bar,"CAP, renewal and current issues in the Committee on Agriculture, Rural Development",Central Union of Agricultural Producers and Forest Owners (MTK),Norbert LINS,['CAP'],['AGRI'],18/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Members Bar Astrid Lulling,"Agriculture, CAP",Deutscher Bauernverband e.V. (DBV),Norbert LINS,['CAP'],['AGRI'],12/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,CAP,European Council of Young Farmers (CEJA),Norbert LINS,['CAP'],['AGRI'],12/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Copa-Cogeca Praesdium,CAP,Copa-Cogeca,Norbert LINS,['CAP'],['AGRI'],12/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,Mercosur,Poultry EU,Norbert LINS,['Mercosur'],['AGRI'],12/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Dairy in Europe, CAP",European Milk Board (EMB),Norbert LINS,['CAP'],['AGRI'],11/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"CAP, Trade",EDEKA ZENTRALE AG & Co. KG,Norbert LINS,['CAP'],['AGRI'],10/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Dairy in Europe, CAP",DMK Deutsches Milchkontor GmbH,Norbert LINS,['CAP'],['AGRI'],04/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"Agriculture, Trade agreements, predators for livestock",Arbeitsgemeinschaft Deutscher Tierzüchter (ADT),Norbert LINS,"['', 'CAP']","['ENVI', 'AGRI']",03/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,MEP Office,CAP reform,"Slovenská poľnohospodárska a potravinárska komora, Zemědělský svaz ČR, Agrární komora České republiky, Federation of the Food And Drink Indurstries of the Czech Republic (PKCR)",Norbert LINS,['CAP'],['AGRI'],03/09/2019
124808,Norbert LINS,Committee chair,Germany,EPP,Office MEP,"CAP, UTPs, Circular Economy",German Retail Federation,Norbert LINS,"['', 'CAP']","['ENVI', 'AGRI']",03/09/2019
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,The impact of corona,Secretary General of CESI,Agnes JONGERIUS,,,03/06/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Startmotorkader Warmtenetten,Representative of Aedes,Agnes JONGERIUS,,,19/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Telephone call,"Work and technology, AI and labour, platform-work, digital skills etc.",Researcher of the Friedrich-Ebert-Foundation,Agnes JONGERIUS,,,18/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videoconference,Road to recovery,Deutscher Gewerkschaftsbund (DGB),Agnes JONGERIUS,,,14/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Access to medicins and vaccinations for everyone,Representatives of Spierziekten Nederland,Agnes JONGERIUS,,,13/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Road to recovery,"Representatives of FEPS, EESC and ETUC",Agnes JONGERIUS,,,13/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videoconference,Webinar on the necessity to design a ‘Child Union’ as a European Framework to support and protect vulnerable Children,FEPS,Agnes JONGERIUS,,,12/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Telephone call,Classification Covid19 -virus in Biological Agent Directive,Representative of ETUI,Agnes JONGERIUS,,,06/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Werkbehoud in tijden van corona,Representative of ACES,Agnes JONGERIUS,,,06/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Psycho-Social Occupational Safety and Health in EU,Representative of the European Health Parliament,Agnes JONGERIUS,,,05/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,EU aviation policy,Representatives of Vereniging Nederlandse Verkeersvliegers (VNV),Agnes JONGERIUS,,,04/05/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videoconference,Webinar on Workers RIghts in the times of Covid-19,Young European Socialists,Agnes JONGERIUS,,,30/04/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videoconference,"Webinar: Working towards a climate neutral Europe: Jobs and skills in a changing world, report launch",Cambridge Institute for Sustainable Leadership,Agnes JONGERIUS,,,28/04/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,Road to recovery,"Representatives of FEPS, EESC and ETUC",Agnes JONGERIUS,,,14/04/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Videocall,"Fair working conditions, rights and social protection for platform workers and on Intra-EU labour mobility",Representative of Amway,Agnes JONGERIUS,,,25/03/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Brussels,Carcinogens and Mutagens Directive,Representative of the European Biosafety Network,Agnes JONGERIUS,,,04/03/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Telefonisch gesprek,Plastic vervuiling,Representative of Plastic Soup Surfer,Agnes JONGERIUS,,,03/03/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Den Haag, The Netherlands",Social Europe,Representatives of VNO-NCW,Agnes JONGERIUS,,,28/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Utrecht, The Netherlands",Social Europe,Representatives of FNV,Agnes JONGERIUS,,,27/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Utrecht,Poverty among the elderly,Representative of FERPA,Agnes JONGERIUS,,,26/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Utrecht, The Netherlands",Transport sector,Representative of FNV,Agnes JONGERIUS,,,26/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Schuman Roundabout, Brussels",Action on Pay Transparancy,Representatives of ETUC,Agnes JONGERIUS,,,25/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Fair mimimum wages,Representatives of the Deutscher Gewerkschaftsbund,Agnes JONGERIUS,,,13/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,"Platform economy, a European minimum wage framework, and binding measures for pay transparency",Policy advisors of Confederation of Independent Trade Unions (CESI),Agnes JONGERIUS,,,05/02/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,"Labour market, flex work, SMEs, self-employed workers",Chair of Nederlandse Bond van Bemiddelings- en Uitzendondernemingen (NBBU),Agnes JONGERIUS,,,28/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Doorn, The Netherlands",Yearly Conference - Social-Economic Progress in the European Parliament,Leden Samenwerking Bezinning Inspiratie (SBI),Agnes JONGERIUS,,,23/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Discussing platform work and what Uber has been doing on the matter,Uber’s EU policy advisor on social protection and the future of work,Agnes JONGERIUS,,,22/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,"Friends House, 177 Euston Road, London",FEPS - Fabian New Year Conference London,"Representatives of FEPS, Representatives of Fabian Society, Representatives of Labour UK",Agnes JONGERIUS,,,18/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Breakfast event: European Framework for national basic security systems,"Representatives of the Deutscher Gewerkschaftsbund, DGB",Agnes JONGERIUS,,,16/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Future working topic,"Secretary on sustainable development and European Green Deal, migration, youth policy, non-standard workers of ETUC",Agnes JONGERIUS,,,15/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,Utrecht,Bezoek bouwplaats FNV,Representatives of FNV + workers,Agnes JONGERIUS,,,10/01/2020
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Bezoekersgroep FNV Schiphol,Leden FNV Schiphol,Agnes JONGERIUS,,,12/12/2019
125021,Agnes JONGERIUS,Member,Netherlands,S&D,European Parliament,Update on working progress regarding workers in industry and manufacturing,Representative of Industrial Trade Union,Agnes JONGERIUS,,,05/12/2019
